"user_id","status_id","created_at","screen_name","text","description"
"x95060593","x1404884321861832709",2021-06-15 19:31:38,"ArteZendejas","GOP traded 600,000 American lives for 234 Trump judges","Curmudgeon, retired bureaucrat, Independent, and proud dad & grandpa."
"x1027590708927057920","x1415853118793961472",2021-07-16 01:57:43,"BLUE_W0LVERINE","The Israeli right-wing has plans for 2022... Spoiler Alert, they involve taking down the Democratic Party.
https://t.co/AWcEaetNxS","🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪〽️#DetroitRoots My space laser is purple. Independent #Humanist #BlackLivesMatter #BoycottToyota #EMTA 🏴‍☠️"
"x846206556","x1385756745608286211",2021-04-24 00:45:28,"JakkiSwicegood","🕵🏻‍♂️⚔️   Look what the FBI has given us tonight. Another Face, another Number. This is Suspect #329.  Do you recognize this man?  Look Hard. If you do, contact the FBI Tip Line, reference this photo, and identify him as Suspect #329.  ⚔️🕵🏻‍♂️ https://t.co/dpJl4DYWlT","Insurance Nerd. Registered independent, leans left. Sober. Empty nester, sports enthusiast. Born and bred in NM, love my new home state of AZ!"
"x3944068872","x1407449950686830594",2021-06-22 21:26:32,"eekamax","@tonyposnanski I have a feeling the science deniers will weed themselves out with this new Delta variant. And then maybe we can get some climate change protections in place because all the idiots will be gone.","Writing, Investing, Politics (Independent) #LGBTQ #GoBlue 〽️ ATL➡️LAS"
"x799585158","x1410414589309853698",2021-07-01 01:46:56,"SinisterDeath25","@thedustywheel First one we see some ""dust"" later, we see other weird effects casting their own lights and shadows. https://t.co/OHvuIGJFS1","AutoCAD Drafter • Independent • Atheist • Gamer • MTG • D&D • SciFi/Fantasy Book/Movie Nerd • Wheel of Time • Minnesota • Gardener • Baker"
"x1678715528","x1413639110229647365",2021-07-09 23:20:02,"CarolynnFink88","@w_white18 Just perfection ❤️","Proud lifetime member ofJrNation,Mom,Wife,Nana,Early Childhood Educator,Registered Independent! I swear allot! DON'T PM ME THIS ISN'T A DATING SITE!"
"x3195983641","x1382399510928773125",2021-04-14 18:25:01,"BernicratAaron","Our planet is burning and flooding at the same time. Don’t tell me we can spend $1,700,000,000,000 on a failed F-35 program but come up short when it comes to investing in a Green New Deal.","#EndApartheid for 🇵🇸️
#RespectDiversity 🏳️‍🌈✊✊🏻✊🏿
#UBI , #RankedChoiceVoting & #M4A
Independent voter.

Politics account. Video games: @ActionGameAaron"
"x1085068378144796672","x1406335794818654209",2021-06-19 19:39:16,"wpseattle1","@Genterline @ChristianWalk1r Why would you talk about that? You think we did them a favor by enslaving them?  Hey and those Indians.. look they aren’t living like savages anymore, they have casinos! Seriously?","mom, business owner, concerned citizen, independent"
"x2417614552","x1411124944260546570",2021-07-03 00:49:38,"bperez1776","@edwards21228 Hang in there and be safe!","A conservative independent (reasonable Republican), likes and retweets are not an endorsement. My opinions are my own. 🇺🇸"
"x192013849","x1362058184530165762",2021-02-17 15:15:51,"mdantz65","@daveweigel Wow....Tucker Carlson is a repugnant piece of crap.","Fiercely independent. Nature is my church. The only way out is through. #ClimateSolutionsNow #BLM #EndRacism #ProudResister #FBR #45ForPrison"
"x3242680764","x1398620014882615305",2021-05-29 12:39:31,"ddfxtrader","""appropriate levels of vitamin D prior to COVID-19 infection could help to counteract severe symptoms of the disease""

Tiny Mexican Randomized Trial of 42 mostly deficient outpatients with 14-day 10,000IU vitamin D3 supplementation.

https://t.co/P1Kp2lV2bd","Independent Forex Market Trader"
"x920499679359406080","x1412152299246530560",2021-07-05 20:51:59,"4everContrarian","@ProgApostate @Man_of_Shul @cenkuygur @aaronjmate Why do you take Bellingcat word when they say ""A draft version of a letter seen by Bellingcat and not publicly released by either ‘Alex’, Wikileaks or any of the journalists who have covered the so-called scandal, proves that a chemical attack did occur.""","🇺🇸Combat Vet 2/3 OEF USMC 8404|Father|Husband|Panentheist|Autodidact|Integral|Progressive Independent|BA🎓MAED|In relationship with everything in the world♥💪"
"x14801219","x1408518109351362561",2021-06-25 20:11:00,"MinnPost","Chauvin sentenced to 22½ years; Walz says he’ll end state of emergency August 1; video raises questions about Terrance Franklin case; and more in the afternoon Glean https://t.co/KUJbwypd7Z","Independent, member-supported journalism for Minnesota.
Subscribe to MinnPost's e-mail newsletters: http://t.co/39gqxeH3iL"
"x708573028","x1410948550813536260",2021-07-02 13:08:43,"Ldolan9424","@JYSexton I might be able to accept that if the elite few weren’t so damn stupid. Frankly, there is not any elite few that should be followed because, as history has shown, they are almost always relaxed by a more power hungry leader. That’s why it’s so important to fix our problems today","Retired lawyer/ engineer; happily married with two children. Former Republican, now Independent."
"x118774322","x1297756789325217793",2020-08-24 04:45:04,"byallisonlee","This is 29-year-old Jacob Blake who was shot by Kenosha police. His fiancé shared this picture with us. https://t.co/6Si9lkCPFu","@WGAWest Screenwriter. @FilmIndependent, @SundanceOrg, @WriteHedgebrook Fellow."
"x3168110602","x1384921581512765444",2021-04-21 17:26:50,"Maureen35757488","“I can’t breathe.”
 
Those were George Floyd’s last words.
 
We cannot let them die with him. We have to keep hearing them.
 
We must not turn away. We cannot turn away.","Independent thinker, voracious reader. Ordained minister and clinical chaplain. Married 40+years, raising a 13 yr old granddaughter with kick ass superpowers!!"
"x309368540","x1393648825496186886",2021-05-15 19:25:47,"TheHorrorDude","@JDCocchiarella Only to total fucktards that forgot their side was pretending that burning down a police station was a peaceful protest...","Truth addict & a socially liberal, fiscally conservative, anti-MSM, anti-establishment independent thinker & voter. I support free speech, 2A, police & Trump!"
"x2522185196","x1415172511235383300",2021-07-14 04:53:13,"TheFiddl3r","The entire house GOP needs to block ALL FUNDING for US intel agencies until we get an answer.

The American people are entitled to an answer. https://t.co/JGpXdZZWyT","Husband, father, great & grandfather, brother, uncle. Bluewater 'Nam Vet. BS in E&CE Oregon State. Independent. Retired. XBox gamer. #NRA #Trump. Photo IS me."
"x346199978","x1351215975430049796",2021-01-18 17:12:47,"BobHaysSA","@twatterbaas @almostjingo 👌👍👊","CFO, The Pat Hays Group at eXp Realty; Independent Associate, IDLIFE; Husband; Father of 2; Grandfather of 5; news/political junkie"
"x2764041324","x1372929676776239111",2021-03-19 15:15:17,"Designer_Lifee","I’m two hours ahead of mountain standard time so sometimes I feel like I live in the future LOL","INDEPENDENT. Now offering photography, graphic design, & Audio Engineering. Sync Licensing: orproductions5280@gmail.com HOLD UP! Out now 🌎"
"x1231040018665426944","x1376151347704250371",2021-03-28 12:37:03,"MajorZaslavska1","@LindseyGrahamSC Girl, shut up!","Retired, Independent, survivor of multiple suspensions on Twitter. Yet, I am back again. Re-follow me, again! 2021 looks better. Russian-Puerto Rican American"
"x778005628421754880","x1372900784267001858",2021-03-19 13:20:28,"drakonjax","@FrakerMonica Good lord how is this idiot in Congress?","Wife, mom, grandmother, traveler, nasty woman resisting like it's my job. Liberal, independent, foul mouthed but kind hearted."
"x2741370595","x1391555952952758276",2021-05-10 00:49:27,"IdahoIndep","@HerLaptop112 @RKalisher @PalmerReport Absolutely","The major enablers of persistent racism are denial and defensiveness. I love America and her people. Independent imperfect Christian. Cold War Veteran"
"x897760742367047680","x1317709600645206018",2020-10-18 06:10:25,"jefejeffyjeff","@OtakuOlaf @Funyins1004 @peterdaou frames of thinking. This is why establishment always wins out. Progressives understand what needs to be done and work their asses of to figure out the most realistic way of getting there. Fake progressives just know who to bark at and what jargon to use on Twitter","Progressively Independent🇺🇸🤙🏿
ANTIFA Human Resources 
Tribalism🚫
Racism🚫
#FuckCandaceOwens

WATCH THE SOCIAL DILEMMA
https://t.co/Ueebc99fLE…"
"x507987981","x1349344333493907457",2021-01-13 13:15:33,"lbm_dst14","Just posted a photo https://t.co/lpE0558g3S","Independent Consultant"
"x2847563500","x1325145923723255810",2020-11-07 18:39:42,"pbdoinwell","I was assured that New York was dead and deserted but apparently there are still a few survivors in the wreckage https://t.co/N7pZTnHtqX","Proud Independent!"
"x254853469","x1392989038370562050",2021-05-13 23:44:01,"IndieFilmNYC","@robertcyoung me too","Merging the Art and Business of Independent Filmmaking - We’re going to need a transformation for indie film post-covid"
"x321925296","x1396180955505827841",2021-05-22 19:07:34,"rxjimburke","@CNN This is from the people that told us we should be washing down our groceries in the garage total bullshit","Trump supporter🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸I believe in legal immigration I believe in jobs not welfare.. independent voter.. #LiveFreeOrDie #NeverSocialism"
"x721122426495574017","x1397314401838014467",2021-05-25 22:11:28,"jannwis","Restaurant owners can’t find waitstaff?

Minimum wage in 1991: $2.13 an hour plus tips. 

Minimum wage today: $2.13 an hour plus tips.","Independent in Midwest.  #vote #vaccinessavelives #greenbaypackers 💚"
"x110896713","x1413241004409372672",2021-07-08 20:58:06,"davetauro3","Queen Speaker Nancy Pelosi called Trump a twice impeached Florida retiree and I wholeheartedly believe we should refer to him as a retiree from now until the end of time. It is so.","Teacher, sports coach, soccer referee, and community volunteer. Former Ad and Mktg man. Rock music historian. Dad. Independent voter. #Yankees #SU #Seahawks"
"x763542800377876480","x1354553381306552322",2021-01-27 22:14:27,"angry__saint","Guys - this is Phil Arballo. He’s running against Devin Nunes. 

Let’s give Phil a follow and get him to 300k followers today. Devin Nunes is the worst. https://t.co/Cj99GJd0NM","#IndependentProgressiveLiberal #RESIST🔅#GOPutin🔅#BLM🔅#TurnAZblue🔅#MAGAts🔅#AdoptDontShop🔅#Atheist🔅 #ClimateAction🔅#LGBTQ🌈Ally🔅#Insulin4all"
"x32641779","x1372442671713751043",2021-03-18 07:00:06,"rjjenks","Every single one of us should be tweeting support for the Asian community. 
We see you and we have your back.","Retired. Minnesota native. Science matters! Mask up! Vaccinate! COVID-19 is real! Was Independent, now Democrat. #FactsMatter #BidenHarris. Love Bowling"
"x24615125","x1374892233846034432",2021-03-25 01:13:47,"captainhooks99","i got 4 moods .. idk , idc , idgaf &amp;&amp; watch dis.","Independent Music Artist 🤙🏽🎤. Business Inquiries / Booking / Features: captainhooksmusic.inc@gmail.com. (919)428-6182     amosc:@iamcaptainhooks"
"x49686698","x1412522959000854529",2021-07-06 21:24:51,"Lovetoyarn","Anyone have an aging parent, and none of your siblings chip in to help? Not just financially, but emotionally?","Wife. Boy Mom. Dog Mom. Cat Mom. Knitter🧶. Gardener🌱. Coffee ☕️ Lover. Small business owner. Independent Woman!🔥 Vote Biden! #Resister No DM’s. #Vaccinated"
"x465980302","x1399566400839028738",2021-06-01 03:20:07,"ASynthesist","@TheDemCoalition I am tired of Dem Congress leaders slow walking things, saying it takes time.
All the bills passed last term sat in Senate due to McConnell.
Those bills &amp; others should be flying thru, protecting democracy now.
Dems have skeletons hiding, dont they?
@SpeakerPelosi
@SenSchumer","Org Consultant/Internatl Development- uplift those without basics or a voice. Adventurer. Independent; ADHD tweeter.  Lean left."
"x714629384","x1361428915420618753",2021-02-15 21:35:22,"mcf_sctt","So, you say you hate socialism?

If you make $50,000/year, $36 of your taxes goes to food stamps. $4,000 goes to corporate subsidies.

If the $36 upsets you more than the $4,000, then you just hate poor people - not socialism.","Former Republican, now independent conservative who believes in what the Republicans used to believe in...to include respect and dignity. #trollingfromthetoilet"
"x153010090","x1390398153099255812",2021-05-06 20:08:46,"MattyTriscuitz","@BoroIncVIP @BoroInc Did I hit a free month or under retail/market link?","Girl dad. 99% sneakerhead 1% reseller. End racism. Politically Independent; dislike Trump, Biden and Kamala."
"x1027632694111481856","x1398235081395912707",2021-05-28 11:09:56,"hoolyinarkanas","@4a_of The Democrats are all very disappointing.  When the people are working harder for them than  they do for us things need to change.  They've sat back 2 times now while so many people gave ♥️ and soul to give them  control. Grow some spines!!! Nice won't win against evil","Independent voter, retired,old hippie and Boomer. Joe Biden Is my President.  Never Trumper.  Surrounded by Republicans .#VoteBlueNoMatterWho to stop the crazy"
"x750890697629335552","x1310306483893133313",2020-09-27 19:53:04,"ame_errante1982","@realDonaldTrump @WhiteHouse Americans are STARVING , waiting for a second #STIMULUSCHECK !!!!  Can we count on you to make this happen QUICKLY! It needs to happen wayyy before the ELECTION!","Gypsy Spirit. Wandering Soul. Lupus Warrior. Little Big Spoon. BE Independent.Stand for Something or FALL for ANYTHING. Valar Morghulis. ✌🏼☮️🤞🏼"
"x1296229028853174272","x1415056238891646985",2021-07-13 21:11:12,"VBullullard","It’s completely normal and not at all insane that the President of the United States wanted to execute a staff member. #BunkerBoyTrump","Retired. Served in the US Army. Registered independent leans liberal. Dog and animal lover."
"x621335481","x1415326218610626566",2021-07-14 15:04:00,"LuluWalcott1","Calling out bad faith actors who attack organizers and activists is not leftist infighting

Some of y’all have to give up the false peace you are looking for

If you are allowing people to smear activists and organizers for a Medicare for All March what are you doing!?","Green-eyed Jamaican🇯🇲Irish🇮🇪 #Mulatto in L.A. 😎Leftist. Progressive. Independent. Actor. #Atheist #Feminist #Bernie2020 @GreenPartyUS 🌻 @PeoplesParty_US🌎"
"x941389976775942144","x1408826460253704196",2021-06-26 16:36:17,"TheLovingPastor","@FundyRules On my way! https://t.co/Cba4DPd1OL","Pastor of the No Hope Independent Baptist Church in Bitterend, TN. Loving the flock & tightening the Bible Belt. Just trying to share what's on my Bless Gawd ❤️"
"x424762733","x1409507909915062273",2021-06-28 13:44:07,"dmbseven41","@iamjumpingin Always hoping for truth.  But like you, I’m doubting.
I want to be wrong.","Catholic Wife & Mom. ❤️45, independent conservative, pro2amd, support our troops and law enforcement 💙 BostonBruins🖤💛"
"x351698150","x1319633778843766785",2020-10-23 13:36:25,"TheresaAnn65","@megynkelly You are never going to be where you were. You f..... it up. Just learn to live with it and go on without commenting. Just like #trump in 20016, you do not have the popular vote.","Mom of four sons. Blessed and forever grateful transplant recipient. Former Behavioral Health RN. #autismparent #donatelife #nursesunite #independentparty"
"x1671691002","x1358248473976598530",2021-02-07 02:57:25,"ByasseeMark","@JoJoFromJerz Go get some wings from Country Sweet Rochester you might change your mind on wings.","Political Independent US Army Vet Small biz owner for limited gov, personal liberty, healthy environment, racial equality, and helping the needy and education"
"x3369800255","x1415673913749635082",2021-07-15 14:05:37,"nola_nobody","@DempMcgee The last box I bought (for $20!) was dark blue and I was worried they were to dark specifically because they were going into kit. I only ever used black when I was working on vehicles.","Father, Husband, independent, ops/logistics mgr, rudeboy rapscallion https://t.co/wXPTbanelM"
"x2837614067","x1415137981061640192",2021-07-14 02:36:01,"metsfanmikes804","Quite a thing to be sitting far from home in Croatia listening to Sam Cook come on in the restaurant singing “A Change Is Gonna Come.” It will someday but there is a big fight ahead. Texas Democrats aren’t fleeing anything. They are fighting for voting rights and democracy.","Mrs. Met secretly wants me. Mets, Packers, Rangers. Fierce Independent. Depiser of bullsh*t. Cranky old man in training."
"x488907519","x1395858427340013569",2021-05-21 21:45:57,"hannayork226","Holy crap! Could we PLEASE have more politicians find their conscience &amp; think about the people who voted for them rather then their personal gain https://t.co/ZSvlQfcq2s","Registered Independent & Rather opinionated! Greedy politicians send me into a rage! Rescued dogs encouraged & adopting shelter Dogs make those people hero’s!"
"x40659540","x1351936118762196992",2021-01-20 16:54:23,"Swoop05","Thank God we made it to this day!!!!   We have a real President again!!!      God Bless America!!!!!

#BidenHarris2020 #BidenHarrisInauguration #BidenHarrisToSaveAmerica #VeteransAgainstTrump","Retired USAF MSgt (POL) #ILeftTheGOP Now an Independent #VetsAgainstTrump #NeverTrump #Resist  ⛷🚴🏼‍♂️🎷🥃🧊🌊🌊🌊"
